time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
78,35,-13.92694473,-13369.86694,-0.554409027,-22.21172333,7.453136444,827.8899193,243.6407304,828.4157753,299.6571314,818.0303192,357.1326435,849.4146538,244.5488727,846.6309929,306.3791227,833.5664177,363.5268152,5.88,6.11,7.31,5.8,4.06,3.62
144,35,-13.92007828,-13363.27515,-0.556869507,-22.19249725,7.430591583,827.8897476,243.6473447,828.4174347,299.6623778,818.0403328,357.1441662,849.4153976,244.5499831,846.6285324,306.3635767,833.5776329,363.5143912,5.87,6.1,7.3,5.79,4.06,3.62
208,35,-13.91647339,-13359.81445,-0.556182861,-22.1831131,7.405586243,827.8894615,243.6514646,828.4189224,299.6710038,818.050518,357.1565902,849.4156837,244.551174,846.6264153,306.3563025,833.5822678,363.4998429,5.86,6.1,7.3,5.79,4.05,3.62
272,35,-13.91492844,-13358.3313,-0.557441711,-22.1764183,7.384529114,827.8895187,243.6554074,828.4213829,299.6774411,818.0541801,357.165699,849.4161415,244.5522845,846.6246986,306.3503158,833.5869598,363.4892535,5.86,6.1,7.3,5.79,4.05,3.61
337,35,-13.91183853,-13355.36499,-0.555324554,-22.1685791,7.369880676,827.8888321,243.6592698,828.4225845,299.6820438,818.0591583,357.1744537,849.4157982,244.5533627,846.6232109,306.3443613,833.5906792,363.4758317,5.86,6.1,7.3,5.78,4.05,3.61
401,35,-13.90880585,-13352.45361,-0.554981232,-22.1629715,7.353343964,827.8887749,243.6650634,828.423214,299.6860993,818.0640793,357.1812773,849.4158554,244.5545536,846.6220665,306.33757,833.5931396,363.4662724,5.85,6.09,7.29,5.78,4.05,3.61
467,35,-13.90680313,-13350.53101,-0.553665161,-22.15976715,7.340927124,827.8886604,243.6698914,828.4251022,299.6895432,818.0672836,357.1848178,849.4156837,244.5556158,846.6209793,306.3309717,833.5944557,363.4550714,5.85,6.09,7.29,5.78,4.05,3.61
532,35,-13.90457153,-13348.38867,-0.552806854,-22.15438843,7.322902679,827.8876305,243.674655,828.4263039,299.6937597,818.0692863,357.1890986,849.4155693,244.5562434,846.6199493,306.3191271,833.596859,363.4440958,5.85,6.1,7.29,5.78,4.05,3.61
615,35,-13.90382767,-13347.67456,-0.551605225,-22.15044022,7.302017212,827.8872299,243.67863,828.4271622,299.6974933,818.0703735,357.1928,849.4156265,244.5577079,846.6189766,306.3099217,833.5986328,363.4319293,5.85,6.1,7.29,5.78,4.04,3.61
668,35,-13.90233994,-13346.24634,-0.549087524,-22.14574814,7.291145325,827.8867149,243.6821866,828.427906,299.700551,818.072834,357.1984971,849.4151115,244.5584965,846.6182899,306.3031948,833.5999489,363.4231424,5.85,6.1,7.29,5.78,4.04,3.61
760,35,-13.90119553,-13345.14771,-0.548915863,-22.13888168,7.275867462,827.8863144,243.6872077,828.4296799,299.7046065,818.0743217,357.2022951,849.414711,244.5602185,846.6168022,306.2934101,833.6031532,363.4083688,5.84,6.1,7.29,5.78,4.04,3.6
816,35,-13.89942169,-13343.44482,-0.546398163,-22.13596344,7.258358002,827.8845978,243.6906356,828.4305382,299.708308,818.0760956,357.20487,849.414196,244.5612645,846.6161728,306.2862647,833.6044693,363.397876,5.84,6.1,7.29,5.78,4.04,3.6
915,35,-13.89896393,-13343.00537,-0.546169281,-22.13224411,7.240161896,827.8845406,243.6952221,828.4326553,299.7132325,818.0779839,357.2086036,849.413681,244.5621014,846.6153717,306.278218,833.6061287,363.3855486,5.84,6.1,7.29,5.78,4.04,3.6
965,35,-13.89793396,-13342.0166,-0.542793274,-22.13029861,7.230148315,827.8840256,243.6972982,828.433342,299.7162902,818.079586,357.2109854,849.4133377,244.5625842,846.6146851,306.2747097,833.6071014,363.3786285,5.84,6.1,7.29,5.78,4.04,3.6
55,36,-13.89415741,-13338.39111,-0.540561676,-22.12554932,7.210979462,827.8822517,243.701418,828.4348297,299.7203135,818.0821609,357.2150409,849.4125366,244.5646924,846.6138268,306.2684011,833.6092758,363.3664942,5.84,6.1,7.29,5.78,4.04,3.6
104,36,-13.89369965,-13337.95166,-0.538845062,-22.12228775,7.197132111,827.8820801,243.7039608,828.4359741,299.7228885,818.0842209,357.218163,849.4119644,244.56532,846.6135406,306.2641847,833.610363,363.3605075,5.84,6.1,7.28,5.78,4.04,3.6
